id,radius,ra,dec,transparency,stellarradius
Kepler-1852,772.4810000,288.0297157,40.3441934,-0.432,0.83
Kepler-1853,562.3480000,284.7478834,46.3735415,-0.562,0.77
Kepler-1856,848.7600000,295.9091695,51.3478777,-0.331,0.96
Kepler-1857,853.2750000,296.4557129,39.5985370,0.205,1.12
Kepler-1858,833.0550000,292.3074315,46.6265790,-0.453,0.77
Kepler-1859,1331.2500000,293.9886751,46.7179996,0.154,1.16
Kepler-186,177.5940000,298.6527360,43.9549884,-1.385,0.47
Kepler-1860,438.7030000,294.3508497,50.0809627,-0.181,0.90
Kepler-1861,829.9850000,295.8465148,49.9361586,0.3,1.41
Kepler-1862,1232.1900000,296.7533555,49.3780726,-0.215,0.89
Kepler-1863,865.5460000,282.2397185,43.2440854,0.41,1.57
Kepler-1864,298.8940000,289.6867653,41.5889178,0.03,1.04
Kepler-1865,922.2550000,293.9412380,41.5904136,-0.329,0.86
Kepler-1866,976.7370000,286.2246453,44.6544869,0.144,1.17
Kepler-1867,680.5830000,294.9971007,43.4358698,0.219,1.37
Kepler-1868,274.1800000,293.2983733,43.5558025,-0.662,0.75
Kepler-1869,113.0250000,292.6149958,42.7643438,-0.05,0.94
Kepler-187,1143.0000000,299.7964955,44.0892448,0.493,1.62
Kepler-1870,407.2160000,293.9335076,40.5907040,-0.226,0.89
Kepler-1871,854.6230000,292.4275044,38.4728824,0.003,1.18
Kepler-1872,840.1820000,281.0491988,43.3225996,-0.506,0.78
Kepler-1873,820.9570000,294.5965570,46.0483705,-0.41,0.83
Kepler-1875,1660.4500000,296.7727406,50.1883667,0.407,1.43
Kepler-1876,259.9350000,299.1604859,41.1437964,0.429,1.58
Kepler-1877,285.3120000,294.8669240,46.7904816,-0.077,1.02
Kepler-1878,1494.3000000,300.7324154,44.1070231,0.187,1.25
Kepler-1879,627.1710000,289.3644209,41.5332589,0.384,1.51
Kepler-188,968.5440000,281.2797173,44.3154743,0.034,1.07
Kepler-1880,611.0410000,287.8264561,40.6965988,-0.762,0.69
Kepler-1881,1057.2100000,293.6393065,44.9825447,-0.307,0.88
Kepler-1882,443.3710000,290.6640856,43.4997866,0.237,1.41
Kepler-1883,1377.6100000,291.9225570,42.0025220,-0.016,1.02
Kepler-1884,1443.0900000,296.7463986,43.0454207,0.277,1.26
Kepler-1885,818.4820000,288.7507112,47.4909206,-0.176,0.98
Kepler-1886,1059.5100000,296.2645118,39.4059745,-0.161,0.89
Kepler-1887,1366.1800000,288.9555263,44.7057070,-0.19,0.90
Kepler-1888,402.9470000,289.3945523,41.7822597,0.374,1.74
Kepler-1889,1395.1300000,297.1992577,41.2264404,0.22,1.18
Kepler-189,591.5340000,287.5646296,44.3050662,-0.448,0.77
Kepler-1890,529.5960000,292.5778203,40.6679032,0.267,1.27
Kepler-1891,596.2400000,290.0438524,44.3705375,-0.231,0.85
Kepler-1892,851.5950000,299.0810070,42.0180957,-0.301,0.82
Kepler-1893,1050.7200000,298.4012866,44.8381709,0.16,1.22
Kepler-1894,935.1910000,295.5864604,49.6668523,-0.27,0.82
Kepler-1895,984.1870000,291.6756005,48.7625419,-0.23,1.06
Kepler-1896,1732.9100000,289.6785786,40.2496475,0.174,1.16
Kepler-1897,983.1740000,294.2901043,39.1268710,-0.39,0.86
Kepler-1898,360.9210000,287.2058009,38.4981903,-0.235,0.82
Kepler-1899,711.5090000,292.0333777,37.9744551,-0.672,0.69
Kepler-19,218.5620000,290.4209694,37.8516556,-0.161,0.91
Kepler-190,433.3870000,288.5839761,44.7337701,-0.441,0.77
Kepler-1900,1540.4300000,291.8863206,44.4790319,0.22,1.25
Kepler-1901,1028.3700000,291.1643587,45.3183061,-0.003,1.04
Kepler-1902,344.3370000,292.7376545,42.0147792,-1.117,0.61
Kepler-1903,1775.4400000,290.8882981,51.2481617,0.292,1.27
Kepler-1904,270.8540000,288.8744026,51.1542215,-1.298,0.51
Kepler-1905,1051.5300000,292.5733475,46.3668273,-0.025,1.03
Kepler-1906,1360.6300000,293.8266166,38.8565906,0.242,1.34
Kepler-1907,292.1110000,280.7085829,47.3279236,-0.625,0.65
Kepler-1909,763.6620000,290.8894090,42.4596251,-0.576,0.70
Kepler-191,594.4640000,291.1833211,45.3230937,-0.414,0.78
Kepler-1911,269.9120000,299.3035590,41.4410233,-0.078,0.94
Kepler-1912,297.0170000,282.1178211,46.2239547,-0.049,0.99
Kepler-1913,876.3000000,290.2166890,44.7795863,-0.055,0.87
Kepler-1914,1621.5600000,291.4314024,38.6543635,0.077,1.14
Kepler-1915,1514.6600000,301.2786852,44.2505116,0.061,1.08
Kepler-1916,2055.8200000,293.0705754,48.3876790,0.214,1.24
Kepler-1917,909.0370000,294.1038932,45.0013533,-0.296,0.87
Kepler-1918,1030.1100000,292.5305460,42.2145765,-0.308,0.81
Kepler-1919,1177.5300000,283.1319153,43.9560050,-0.274,0.88
Kepler-192,651.6740000,287.9179379,45.5928829,-0.094,0.99
Kepler-1920,885.9130000,291.0620355,38.8632881,0.1,1.08
Kepler-1921,928.9890000,300.3161723,45.4953271,0.806,2.22
Kepler-1922,1344.2900000,292.3303706,37.9970696,0.152,1.25
Kepler-1924,1910.7700000,293.7673860,42.8291562,0.452,1.74
Kepler-1925,1771.3100000,289.8287452,45.1026883,0.365,1.54
Kepler-1926,667.4050000,291.1987905,44.1662033,-0.647,0.63
Kepler-1927,1091.0000000,296.3546093,41.3355698,0.774,2.25
Kepler-1928,326.3620000,290.4406294,38.5235721,-0.103,0.95
Kepler-1929,508.2010000,299.5833362,47.4481244,0.593,2.04
Kepler-193,1009.1000000,296.4985951,46.5772484,0.1,1.03
Kepler-1930,275.6940000,297.5771450,40.0276768,-0.505,0.76
Kepler-1931,620.0910000,290.8723061,43.3330104,0.474,1.49
Kepler-1932,713.7330000,285.3314903,41.0638435,-0.352,0.85
Kepler-1933,328.0070000,283.9950850,39.9170121,-0.116,0.88
Kepler-1934,428.5140000,290.9193265,37.2871677,0.108,1.10
Kepler-1935,904.7020000,296.4037783,39.7227036,0.164,1.28
Kepler-1936,871.0960000,290.7300141,44.8361280,0.456,1.38
Kepler-1937,905.0690000,290.6583922,40.7785383,0.209,1.11
Kepler-1938,421.1520000,299.3518920,41.1957285,-0.65,0.75
Kepler-1939,189.8330000,285.6899312,40.9946659,-0.808,0.64
Kepler-194,1097.9700000,291.9714290,47.8640498,0.043,1.07
Kepler-1940,798.5950000,291.2042027,45.2383344,-0.377,0.78
Kepler-1941,1494.3900000,296.6270184,49.3538910,0.436,1.39
Kepler-1942,842.4920000,294.9805416,44.4252384,-0.075,0.96
Kepler-1943,1004.5500000,293.3182976,41.1166697,0.445,1.69
Kepler-1944,1076.4800000,296.5105045,39.1732645,-0.083,1.05
Kepler-1946,1002.1200000,282.3355387,42.8453417,-0.279,0.88
Kepler-1947,468.7710000,296.1040313,42.3425818,0.111,1.05
Kepler-1948,193.9030000,287.3640804,47.7853043,-0.862,0.80
Kepler-1949,2617.3500000,293.5422586,43.0260555,0.713,2.15
Kepler-195,652.0510000,288.1209339,47.9666141,-0.367,0.80
Kepler-1950,697.2530000,287.0874563,42.6686537,-0.223,0.84
Kepler-1951,1277.3200000,290.4999139,40.2877161,0.501,2.04
Kepler-1953,605.6310000,287.9680995,46.4705959,-0.63,0.76
Kepler-1954,1373.8300000,298.0029203,43.3545882,0.045,1.01
Kepler-1955,449.3510000,299.5347603,40.4777528,0.23,1.28
Kepler-1956,360.4680000,294.6208506,49.8942190,-1.045,0.57
Kepler-1957,460.8990000,293.7114360,47.8874467,-0.601,0.75
Kepler-1958,1320.3800000,289.1041643,41.6901138,-0.001,1.11
Kepler-1959,479.2630000,296.0223010,44.7326691,-0.474,0.78
Kepler-196,451.3120000,284.9685077,42.0791214,-0.393,0.79
Kepler-1960,1527.5600000,294.6969361,46.7202043,0.271,1.29
Kepler-1961,1042.4500000,286.3300783,39.6831276,-0.276,0.91
Kepler-1962,866.8260000,289.5483989,40.1641457,-0.122,0.87
Kepler-1963,492.8470000,296.5875182,47.2071290,-0.259,0.83
Kepler-1965,521.7910000,292.5147146,38.0219872,-0.076,0.99
Kepler-1966,484.6010000,292.4637788,41.2990438,-0.567,0.76
Kepler-1967,249.1020000,299.1376276,43.4984724,-0.567,0.75
Kepler-1968,750.9300000,291.5080318,45.3700933,-0.65,0.70
Kepler-1969,1204.5400000,294.7842662,49.4920557,-0.181,0.87
Kepler-197,330.5750000,295.2264739,50.5592348,0.222,1.21
Kepler-1972,287.3390000,288.3953074,39.8725067,0.369,1.46
Kepler-1976,1314.5100000,292.1670600,48.7275345,0.041,1.06
Kepler-1977,592.7110000,290.6178587,37.2891002,-0.694,0.71
Kepler-1978,865.5120000,286.0067312,38.0095407,-0.298,0.89
Kepler-1979,1076.2700000,289.8429062,38.3096220,-0.094,0.92
Kepler-198,495.3580000,290.6731326,38.6910045,-0.109,0.95
Kepler-1980,1709.4000000,295.1672065,38.6370390,0.224,1.34
Kepler-1981,659.3950000,287.9754691,38.7402988,0.244,1.27
Kepler-1982,558.8550000,287.4099905,39.6586267,0.371,1.23
Kepler-1983,424.4280000,297.0420150,39.9121864,-0.481,0.76
Kepler-1986,912.0850000,292.9582727,42.8548909,-0.411,0.74
Kepler-1987,595.6830000,295.8254663,42.9433716,-0.616,0.74
Kepler-1989,1252.1300000,290.7351869,44.0912620,0.279,1.30
Kepler-199,521.0540000,295.5594278,40.2362490,-0.097,0.92
Kepler-1990,392.7390000,299.7047433,44.4357068,0.117,1.08
Kepler-1991,855.8200000,285.0360506,45.0709909,-0.108,0.98
Kepler-1992,532.9550000,295.0902409,45.0811045,-0.009,1.14
Kepler-1994,241.9910000,297.1487941,46.2969247,-0.042,1.11
Kepler-1995,595.3310000,284.3427250,46.3165907,-0.556,0.80
Kepler-1996,440.5610000,285.2537555,46.5822183,-0.657,0.77
Kepler-1997,1502.3400000,297.4808253,46.5891373,0.132,1.07
Kepler-1998,340.9650000,283.4291536,47.5923973,-0.066,0.99
Kepler-1999,701.2550000,282.3705675,48.2592340,-0.773,0.71
Kepler-20,282.5630000,287.6979913,42.3385782,-0.165,0.91
Kepler-200,665.9120000,284.4099503,41.2374928,0.008,0.99
Kepler-2000,320.5880000,285.5743032,49.9621218,-1.053,0.66
Kepler-2001,776.5500000,291.6594558,50.5838585,-0.546,0.76
Kepler-201,636.4450000,293.6260590,41.2728004,0.348,1.28
Kepler-202,285.1110000,282.9734874,41.3217991,-0.638,0.75
Kepler-203,703.3020000,297.0899590,41.3880686,0.094,1.08
Kepler-204,686.7230000,285.3471620,41.7618450,0.03,1.03
Kepler-205,159.7200000,285.2866912,41.8609357,-0.956,0.60
Kepler-206,594.4470000,291.6346564,41.8338415,0.084,1.17
Kepler-207,875.5190000,290.0305195,42.1660555,0.534,1.73
Kepler-208,775.3280000,293.8901979,42.5279413,0.309,1.32
Kepler-209,576.9460000,291.1694567,42.6407281,-0.129,0.96
Kepler-21,108.5220000,287.3619673,38.7141384,0.699,1.91
Kepler-210,232.7500000,292.5034196,43.0832188,-0.799,0.64
Kepler-211,309.3530000,285.4391183,43.1685051,-0.413,0.74
Kepler-212,687.1940000,287.6208165,43.1416239,0.383,1.50
Kepler-213,634.9390000,290.8241931,44.6472832,0.082,1.12
Kepler-214,1208.4400000,284.7548499,44.9560500,0.511,1.65
Kepler-215,485.9970000,294.9735313,45.2136867,-0.117,0.90
Kepler-216,1187.4700000,293.7280695,46.1291139,0.518,1.63
Kepler-217,1104.6400000,293.0377331,46.2775223,0.754,1.79
Kepler-218,656.3800000,295.4128785,46.2665801,0.009,1.11
Kepler-219,787.0700000,288.7389481,46.7625929,0.214,1.28
Kepler-22,194.6420000,289.2172051,47.8841427,-0.102,0.98
Kepler-220,171.1090000,291.5060432,46.8956262,-0.676,0.77
Kepler-221,385.2310000,296.6547477,46.8352242,-0.404,0.75
Kepler-222,758.8540000,287.9060885,46.9377479,-0.338,0.85
Kepler-223,1859.7100000,298.3183909,47.2794824,0.371,1.52
Kepler-224,782.0880000,290.9342679,47.3575414,-0.514,0.72
Kepler-225,561.1010000,292.1939846,47.4570808,-0.788,0.77
Kepler-226,980.1380000,292.3760942,47.8809596,-0.239,0.89
Kepler-227,1083.0600000,291.9342748,48.1416760,-0.121,0.95
Kepler-228,1644.6100000,296.2860853,48.2246328,0.111,1.18
Kepler-229,826.2650000,286.9994758,48.3757867,-0.538,0.75
Kepler-23,835.7560000,294.2189131,49.4792536,0.398,1.53
Kepler-230,740.7540000,285.7185682,48.5058038,-0.368,0.77
Kepler-231,316.6180000,293.9733913,50.5318460,-1.036,0.61
Kepler-232,1349.1300000,295.8161668,51.1217249,0.052,1.14
Kepler-233,856.4170000,296.3665054,51.3194548,-0.328,0.85
Kepler-234,1733.1000000,291.6535379,38.4946597,0.24,1.25
Kepler-235,428.0180000,286.0790779,39.2782370,-1.253,0.49
Kepler-236,288.7630000,283.8664285,39.8981928,-1.138,0.61
Kepler-237,657.8220000,283.2213438,40.4217620,-0.477,0.83
Kepler-238,1798.7500000,287.8971066,40.6378141,0.43,1.73
Kepler-239,648.1090000,294.2020505,40.6633313,-0.475,0.83
Kepler-24,1156.8100000,290.4132621,38.3437283,0.064,1.07
Kepler-240,746.9270000,291.1587635,40.7502108,-0.524,0.81
Kepler-242,600.2410000,286.5656932,41.8084168,-0.613,0.72
Kepler-243,693.8600000,285.1104819,42.0339619,-0.373,0.86
Kepler-244,1036.4900000,287.2426410,42.3014185,-0.256,0.83
Kepler-245,861.5270000,291.6389972,42.4363482,-0.396,0.83
Kepler-246,626.0780000,296.4834007,42.6633806,-0.413,0.80
Kepler-247,663.7110000,288.6425609,43.0393769,-0.422,0.84
Kepler-248,738.7920000,293.0613138,43.5813577,-0.418,0.77
Kepler-249,190.4010000,296.9853002,43.6586043,-1.384,0.51
Kepler-25,243.2490000,286.6383905,39.4879038,0.467,1.48
Kepler-250,760.5850000,289.5947633,44.1418114,-0.457,0.78
Kepler-251,924.6250000,296.5662171,44.1058077,-0.172,0.89
Kepler-252,379.4240000,295.5793290,44.5459052,-0.786,0.68
Kepler-253,838.5950000,291.8419337,44.8581240,-0.387,0.85
Kepler-254,1389.4800000,288.1646541,45.8164257,-0.125,0.91
Kepler-255,1052.5300000,296.0642702,45.9767647,-0.183,1.02
Kepler-256,1026.4300000,292.5804200,46.0973588,-0.059,1.00
Kepler-257,780.2560000,297.3159994,46.0232642,-0.378,0.87
Kepler-258,575.9880000,294.0684116,46.5791357,-0.575,0.73
Kepler-259,1002.1400000,288.2119707,46.6150461,-0.153,0.89
Kepler-26,335.3070000,284.9410627,46.5664505,-1.111,0.46
Kepler-260,627.3650000,291.9259658,38.0140525,-0.092,1.09
Kepler-261,317.4990000,291.3647333,37.6092390,-0.471,0.74
Kepler-262,613.1290000,290.7287168,37.2526575,-0.14,0.96
Kepler-263,754.7470000,292.4698022,37.5677941,-0.456,0.73
Kepler-264,942.1730000,292.0446280,37.3761861,0.689,1.89
Kepler-265,1280.2500000,290.5104788,41.2447430,0.005,0.94
Kepler-266,1370.7900000,294.4843821,44.1669355,0.012,1.11
Kepler-267,264.9930000,299.8305655,47.1575741,-1.229,0.55
Kepler-268,851.8700000,291.9761559,38.0550327,0.318,1.33
Kepler-269,2257.3200000,290.2151459,41.7759810,0.368,1.70
Kepler-27,1044.3600000,292.2367608,41.0858710,-0.329,0.78
Kepler-270,948.7810000,282.2001207,44.4222795,0.312,1.26
Kepler-271,404.5420000,283.0029316,44.2841080,-0.253,0.78
Kepler-272,889.6080000,299.1275257,47.5938319,0.066,1.18
Kepler-273,713.9640000,291.3021458,47.6976573,-0.341,0.76
Kepler-274,1333.6200000,292.9227926,38.4772173,0.201,1.31
Kepler-275,2034.2500000,292.4797004,38.5149018,0.449,1.44
Kepler-276,1144.8600000,293.5681970,39.0363123,-0.089,0.91
Kepler-277,976.6430000,286.5831894,39.0772582,0.568,1.83
Kepler-279,1037.4000000,287.3912950,42.1948220,0.519,1.35
Kepler-28,438.3590000,292.1370409,42.4294835,-0.745,0.65
Kepler-280,780.3610000,291.3905325,42.1804735,-0.064,1.04
Kepler-281,1745.4500000,294.1081465,44.7706524,0.146,1.32
Kepler-282,1337.6100000,284.6772402,44.7976401,0.106,1.10
Kepler-283,468.0940000,293.6137413,47.8389380,-0.931,0.63
Kepler-284,1031.9500000,293.1465698,47.7297053,-0.341,0.78
Kepler-285,824.3100000,291.3908469,48.0655392,-0.279,0.87
Kepler-286,1226.8500000,290.6761874,48.2942362,-0.116,0.93
Kepler-287,835.8600000,290.9274282,48.4434588,-0.134,0.95
Kepler-288,1194.1500000,288.9163997,39.5947523,0.056,1.11
Kepler-289,704.4380000,297.4653351,42.8828517,0.113,1.06
Kepler-29,832.5320000,298.3483820,47.4913021,-0.297,0.82
Kepler-290,694.6270000,286.4100307,42.6815137,-0.586,0.71
Kepler-291,1786.4800000,287.9163029,42.4372666,0.071,1.20
Kepler-292,1056.4800000,295.7661979,42.4242822,-0.337,0.84
Kepler-293,974.6330000,286.3580611,42.4064917,-0.233,0.87
Kepler-294,1357.0100000,287.3920392,46.0592578,-0.148,0.94
Kepler-297,692.1400000,283.2091605,48.7776156,-0.096,0.89
Kepler-298,518.2040000,283.0398448,48.8253303,-0.733,0.69
Kepler-299,1052.2400000,283.2070156,48.5805222,-0.044,1.00
Kepler-30,914.2210000,285.2836483,38.9472625,-0.237,1.01
Kepler-300,1098.4500000,295.2886934,48.5997243,0.34,1.42
Kepler-301,719.1660000,283.9829040,49.2329512,-0.08,0.96
Kepler-302,1402.5800000,294.3169307,43.6292436,0.049,1.06
Kepler-303,209.7380000,283.1354742,43.6567036,-1.066,0.60
Kepler-304,434.6840000,294.4418031,40.5575408,-0.662,0.71
Kepler-305,868.4770000,299.2242557,40.3431670,-0.423,0.83
Kepler-306,775.6790000,288.5387145,40.6160545,-0.469,0.79
Kepler-307,575.5810000,297.7950939,40.4176403,-0.122,0.95
Kepler-308,1335.9200000,295.7852423,40.4395753,-0.116,0.90
Kepler-309,544.5680000,297.5098911,46.9614121,-0.574,0.77
Kepler-31,1664.6400000,294.0230229,45.8530535,0.301,1.30
Kepler-310,602.2680000,288.8392780,46.9867472,-0.239,0.84
Kepler-311,778.6540000,282.0612731,47.0854984,0.193,1.22
Kepler-312,797.7200000,298.3957687,42.4597712,0.598,1.75
Kepler-314,268.8810000,294.6741507,42.0756037,-0.226,0.94
Kepler-315,1160.6300000,298.0230967,43.3634761,0.004,1.00
Kepler-316,384.9380000,290.8258350,44.1838993,-0.836,0.70
Kepler-317,940.5840000,294.9438822,39.0320499,-0.208,0.93
Kepler-318,489.1410000,298.4828337,46.7936357,0.004,0.95
Kepler-319,503.4360000,288.8119782,39.7706431,-0.181,0.87
Kepler-32,323.8470000,297.8423073,46.5743595,-1.292,0.53
Kepler-320,826.6130000,293.2135155,46.1751457,0.374,1.41
Kepler-321,384.5420000,294.4536991,44.1457626,-0.008,0.99
Kepler-322,400.4800000,281.3487514,44.2952525,-0.288,0.84
Kepler-323,454.8830000,291.3822988,38.1274595,0.151,1.16
Kepler-325,823.2420000,289.8354219,49.8256070,-0.255,0.80
Kepler-326,487.6750000,294.3255898,46.0022646,-0.157,1.04
Kepler-327,241.9870000,292.6422963,44.0876251,-1.134,0.60
Kepler-328,2213.1900000,295.8092756,40.0084866,0.44,1.50
Kepler-329,439.7190000,299.2681646,45.2272852,-0.731,0.72
Kepler-33,1209.1600000,289.0775348,46.0051696,0.556,1.82
Kepler-330,717.5270000,288.4474035,44.8017616,-0.442,0.81
Kepler-331,580.1190000,291.8343455,39.3073462,-0.784,0.64
Kepler-332,344.1900000,286.6627811,47.4136938,-0.584,0.70
Kepler-333,324.4130000,292.2861201,40.9135429,-0.928,0.64
Kepler-334,426.5900000,287.1406177,47.1151153,0.056,1.02
Kepler-335,1278.9700000,296.0642944,45.4285986,0.578,1.84
Kepler-337,677.9750000,290.0605123,47.1639533,0.481,1.79
Kepler-338,552.7980000,282.9790593,40.7844188,0.586,1.90
Kepler-339,616.6370000,293.3517010,48.4445922,-0.313,0.77
Kepler-34,1800.8200000,296.4358022,44.6415369,0.173,1.16
Kepler-340,808.7620000,295.9334710,40.3005515,0.867,1.47
Kepler-341,1047.0300000,289.8615609,43.4727412,0.127,1.20
Kepler-342,781.6110000,292.6780488,46.7266813,0.453,1.49
Kepler-343,927.1930000,291.9606620,42.4329567,0.216,1.29
Kepler-344,1002.9400000,292.4996101,46.3243406,-0.185,0.94
Kepler-346,984.1050000,288.0119248,46.1176003,-0.153,0.91
Kepler-347,1298.8800000,289.1995995,49.3056404,0.342,1.45
Kepler-348,570.7830000,297.2550814,40.5483883,0.433,1.30
Kepler-349,940.7240000,293.6764689,44.6155972,-0.007,1.03
Kepler-35,1819.1700000,294.4969550,46.6896733,-0.027,1.03
Kepler-350,956.8590000,285.4195845,39.7061009,0.428,1.29
Kepler-351,1083.9100000,286.4527949,42.6577891,-0.386,0.76
Kepler-352,252.7330000,299.8966237,46.0519022,-0.432,0.73
Kepler-353,384.6940000,296.8565596,41.7580749,-1.071,0.63
Kepler-354,554.0640000,285.7515347,41.3356739,-0.714,0.71
Kepler-355,1432.1700000,285.7994917,42.8117427,0.195,1.25
Kepler-356,707.5590000,292.4210998,37.6827919,0.461,1.56
Kepler-357,688.5730000,291.2429746,44.0086337,-0.556,0.74
Kepler-358,1101.1000000,293.2302333,48.2813901,-0.138,0.94
Kepler-359,1443.2100000,293.2936129,42.1963497,-0.097,0.92
Kepler-36,527.9560000,291.2501859,49.2318073,0.462,1.63
Kepler-360,876.0440000,286.2847077,44.7815817,-0.132,0.92
Kepler-361,930.3200000,296.8034146,46.7411011,0.459,1.47
Kepler-362,1090.5100000,291.7716030,47.5299192,0.209,1.28
Kepler-363,762.5960000,283.1920779,41.3054172,0.365,1.66
Kepler-364,891.4620000,281.5699998,47.3986233,0.351,1.30
Kepler-366,1856.2800000,296.8520316,49.0844359,0.573,1.82
Kepler-367,188.0270000,297.2925580,49.9817499,-0.617,0.71
Kepler-368,770.9780000,291.8800180,45.3878419,0.562,2.19
Kepler-37,63.9207000,284.0592503,44.5183733,-0.322,0.79
Kepler-370,1167.9400000,292.1710683,40.9162381,0.006,1.05
Kepler-371,813.1920000,292.3264835,38.6575441,0.244,1.31
Kepler-372,1493.9500000,291.2562253,49.2589288,0.321,1.29
Kepler-373,1090.4500000,289.3879904,50.5970115,0.212,1.38
Kepler-374,1265.6100000,294.1378921,42.3704075,0.274,1.42
Kepler-375,1238.8100000,288.6178715,48.0983639,-0.163,0.91
Kepler-376,923.0670000,291.6071451,38.4103192,0.357,1.42
Kepler-377,823.8040000,295.4220717,38.7356737,0.218,1.20
Kepler-378,152.0940000,294.9489697,46.4388673,-0.655,0.71
Kepler-379,731.2740000,295.7010981,38.9458209,0.28,1.26
Kepler-380,813.7130000,282.3947017,48.7591334,0.278,1.22
Kepler-381,267.3230000,285.1828685,43.8310283,0.514,1.47
Kepler-382,935.4460000,299.1362435,45.8699582,0.146,1.24
Kepler-384,895.6780000,286.0261113,44.7828571,0.396,1.74
Kepler-385,1432.6100000,294.3385109,50.3365178,0.144,1.16
Kepler-386,882.4620000,289.8589165,48.6938077,-0.402,0.84
Kepler-387,801.0520000,287.7982699,45.6567655,0.137,1.15
Kepler-389,816.5590000,291.9600082,44.9000587,-0.516,0.71
Kepler-39,1057.4100000,296.9603348,46.0342954,0.346,1.21
Kepler-390,435.2770000,291.6288086,41.2088351,-0.352,0.83
Kepler-392,681.4280000,288.6608260,43.3681938,0.195,1.15
Kepler-393,881.4040000,290.9952050,45.1921880,0.524,1.48
Kepler-394,1058.7200000,296.3019792,50.6723115,0.053,0.99
Kepler-395,421.3820000,293.5111889,45.1366252,-1.194,0.55
Kepler-396,223.7570000,296.1328135,48.9773095,-0.135,0.94
Kepler-398,177.3550000,291.4688524,40.3437001,-0.811,0.63
Kepler-4,487.9160000,285.6154492,50.1357712,0.406,1.60
Kepler-40,2305.0100000,296.8136883,47.5265446,0.819,2.36
Kepler-401,965.5600000,290.0827494,50.8634361,0.566,1.70
Kepler-402,625.3390000,288.3701976,43.3546109,0.203,1.09
Kepler-403,840.2690000,289.9214256,46.7445267,0.644,1.87
Kepler-404,812.5240000,286.3985796,45.3435241,-0.337,0.79
Kepler-405,1065.0800000,291.4094615,38.3400107,-0.331,0.77
Kepler-406,364.0300000,291.8481764,44.9682807,0.048,1.12
Kepler-407,338.3680000,286.0363025,49.6145027,-0.039,1.06
Kepler-408,88.7832000,284.7862158,48.4232622,0.283,1.25
Kepler-409,68.1730000,293.6792058,46.8527337,-0.202,0.91
Kepler-41,1093.0800000,294.5132465,45.9816453,0.262,1.41
Kepler-410 A,147.5270000,283.1510448,45.1400838,0.435,1.35
Kepler-411,153.6760000,287.6057027,49.5233937,-0.579,0.73
Kepler-412,1086.2400000,286.1103053,43.6809612,0.269,1.33
Kepler-414,413.4600000,297.9615616,48.2443363,-0.169,0.93
Kepler-415,530.4870000,293.8045041,38.6390517,-0.805,0.71
Kepler-416,690.8190000,291.5569554,39.2272923,0.028,1.09
Kepler-417,973.9890000,293.8241813,42.7796480,-0.411,0.78
Kepler-418,1002.5300000,294.4335228,38.3554729,0.111,1.09
Kepler-419,1011.3600000,295.4179125,51.1847629,0.727,1.87
Kepler-42,40.0595000,292.2196000,44.6173667,-2.511,0.17
Kepler-421,348.5580000,283.2568116,45.0876823,-0.398,0.76
Kepler-422,722.7950000,282.6296334,46.3232807,0.247,1.28
Kepler-423,758.7530000,292.8557189,46.3911883,-0.031,1.02
Kepler-424,698.6460000,298.6249797,48.5774500,-0.054,1.09
Kepler-425,646.6470000,290.3579781,40.5676965,-0.337,0.83
Kepler-426,843.6950000,289.4346668,49.4734550,-0.148,0.91
Kepler-427,1017.8000000,288.2545808,43.7048379,0.245,1.29
Kepler-428,686.2840000,290.5817432,40.5773106,-0.46,0.78
Kepler-43,1005.8400000,285.2408288,46.6682411,0.326,1.34
Kepler-430,917.4770000,292.8085984,49.5794242,0.312,1.34
Kepler-431,486.5460000,281.1123072,43.2277663,0.498,1.64
Kepler-433,1878.3100000,297.5936232,40.9772546,0.782,2.34
Kepler-434,1222.5400000,293.5863887,42.9288624,0.33,1.38
Kepler-435,1418.7700000,292.2873012,43.1972542,1.129,3.21
Kepler-436,588.8670000,301.7207775,44.4120856,-0.731,0.71
Kepler-439,757.0480000,280.8015188,44.0339733,-0.139,0.95
Kepler-44,1188.0000000,300.1023512,45.7621918,0.347,1.50
Kepler-440,301.0300000,285.3500664,41.4523695,-1.102,0.56
Kepler-441,268.0030000,284.5669540,49.0127077,-1.094,0.58
Kepler-442,365.9650000,285.3666029,39.2800704,-0.826,0.62
Kepler-443,802.2710000,288.6104839,49.9685458,-0.664,0.71
Kepler-444,36.4396000,289.7528323,41.6318840,-0.425,0.80
Kepler-445,127.2010000,298.7363395,46.4991236,-2.469,0.19
Kepler-446,96.3390000,282.2501047,44.9210020,-2.248,0.22
Kepler-447,268.0410000,285.2685283,48.5598835,-0.19,0.90
Kepler-45,381.9490000,292.8729292,41.0641727,-1.152,0.61
Kepler-450,455.9820000,295.4865821,51.0135237,0.554,1.64
Kepler-452,551.7270000,296.0037520,44.2775861,0.084,1.12
Kepler-454,230.8690000,287.4786474,38.2290751,0.053,1.11
KOI-7892,1072.3000000,282.3775397,44.6945690,0.299,1.26
Kepler-46,777.0600000,289.2687388,42.6041819,-0.255,0.94
Kepler-461,692.1580000,292.2490563,46.1647909,0.246,1.30
Kepler-462,596.6250000,299.8211502,43.8142793,0.926,1.62
Kepler-463,394.8040000,298.9368228,44.8578644,0.079,1.15
Kepler-464,667.6040000,294.8351052,48.9823204,0.484,1.69
Kepler-465,553.0770000,284.5557853,46.0638865,0.338,1.20
